,Stock,Coefficient,LastDayChange
132,PFIZER.NS,11.718082192089277,-2.161513272232473
133,PIIND.NS,18.08174317416713,2.4292767489291704
134,PIDILITIND.NS,10.801284285421987,-0.8622734274606355
135,PEL.NS,-1.0908507813307258,-1.4155690513119645
136,POLYCAB.NS,29.028995942428416,0.09409953394089532
137,PFC.NS,1.8065456433122966,-1.668056692700146
138,POWERGRID.NS,1.6140212852524227,-0.7629976761089491
139,PNB.NS,-3.242896804000891,-2.650598732821913
140,PVR.NS,-0.3229862507853602,0.603005801261545
141,RBLBANK.NS,-6.663743673268922,-2.606087079409535
142,RECLTD.NS,0.694356236576223,0.0
143,RELIANCE.NS,12.273975354271697,-0.9200853910957214
144,SBILIFE.NS,5.090465817657121,-1.1176500178142883
145,SHREECEM.NS,5.090219450358712,-0.31082936228751196
146,SIEMENS.NS,6.750029061609767,-0.6438770513963971
147,SRF.NS,29.8777065579927,-0.16011111460788663
148,SBIN.NS,3.2933894814616895,-1.8480083006893646
149,SAIL.NS,2.6996654561334825,0.6184600716611399
150,STAR.NS,1.8787072330552,-1.1514160768125579
151,SUNPHARMA.NS,2.8245538443616605,1.1633787428881361
152,SUNTV.NS,-2.5700833445200697,-1.7904812690482028
153,SYNGENE.NS,10.13073159330923,-1.8500573034687822
154,TATACHEM.NS,0.22290392670316556,-0.7987849307088154
155,TCS.NS,10.537652970426867,-0.25427129310891006
156,TATACONSUM.NS,13.51387571569036,-0.5859890793813872
157,TATAMOTORS.NS,1.3708925495203297,-0.7790638931150796
158,TATAPOWER.NS,6.150650266081988,0.5897385350914945
159,TATASTEEL.NS,5.941800940761898,0.8246257620962513
160,TECHM.NS,9.93298693422624,-0.4212192971912364
161,INDIACEM.NS,2.918321484031819,-1.3692606833430498
162,INDHOTEL.NS,0.7046214967043217,-1.0621117614152547
163,RAMCOCEM.NS,2.7560865102976178,1.076487252124646
164,TITAN.NS,9.958375951994938,-0.15377654040820682
165,TORNTPHARM.NS,9.187369595110383,-0.9113346081656118
166,TORNTPOWER.NS,6.610298980247463,6.978547721848368
167,TRENT.NS,15.784151105743033,-2.449406451301577
168,TVSMOTOR.NS,-0.05153852624038215,-0.6508422664624809
169,ULTRACEMCO.NS,5.706366030090976,0.8642853565897409
170,UBL.NS,1.2905303297313555,0.15968330789021934
171,MCDOWELL-N.NS,1.1479630800487326,-0.288085377917348
172,UPL.NS,3.2558217200819226,-0.8211662790313773
173,VEDL.NS,0.4140238175790147,3.100889047645188
174,IDEA.NS,-3.5687604981993544,-0.4424795565566416
175,VOLTAS.NS,6.529941489598612,1.1662673453645807
176,WIPRO.NS,12.017870181514349,-1.1368605159597727
177,ZEEL.NS,-4.43138693617613,-3.3057896552533337
